coinKey,coinName,raise,coinImage,fund_name,fund_key,fund_image,fund_tier,fund_type,fund_category,fund_category_slug,fund_totalInvestments
boba-network,Boba Network,45000000.0,https://img.cryptorank.io/coins/60x60.boba_network1693390230795.png,Sanctor Capital,sanctorcapital,https://img.cryptorank.io/funds/60x60.sanctor_capital1664450303568.png,4.0,NORMAL,Venture,venture,28
boba-network,Boba Network,45000000.0,https://img.cryptorank.io/coins/60x60.boba_network1693390230795.png,M13,m13,https://img.cryptorank.io/funds/60x60.m_131664206457981.png,4.0,NORMAL,Venture,venture,20
boba-network,Boba Network,45000000.0,https://img.cryptorank.io/coins/60x60.boba_network1693390230795.png,Parachain Ventures,parachain-ventures,https://img.cryptorank.io/funds/60x60.parachain ventures1648743849833.png,4.0,NORMAL,Venture,venture,8
boba-network,Boba Network,45000000.0,https://img.cryptorank.io/coins/60x60.boba_network1693390230795.png,KineticCapital,kinetic-capital,https://img.cryptorank.io/funds/60x60.kinetic_capital1665999058714.png,4.0,NORMAL,Venture,venture,4
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Republic Capital,republic-capital,https://img.cryptorank.io/funds/60x60.republic_capital1662383289058.png,3.0,LEAD,Venture,venture,27
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Fenbushi Capital,fenbushi-capital,https://img.cryptorank.io/funds/60x60.fenbushi capital1648564978976.png,2.0,NORMAL,Venture,venture,138
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Mirana Ventures,mirana-ventures,https://img.cryptorank.io/funds/60x60.mirana ventures1651226305685.png,2.0,NORMAL,Venture,venture,105
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,IVC,infinity-ventures-crypto,https://img.cryptorank.io/funds/60x60.infinity ventures crypto1649334658853.png,2.0,NORMAL,Venture,venture,101
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Jump Crypto,jump-crypto,https://img.cryptorank.io/funds/60x60.jump_crypto1660216112246.png,2.0,NORMAL,Venture,venture,98
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Amber Group,amber-group,https://img.cryptorank.io/funds/60x60.amber_group1658307102691.png,2.0,NORMAL,Venture,venture,95
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Yield Guild Games (YGG),yield-guild-games,https://img.cryptorank.io/funds/60x60.yield_guild_games_ygg1686822702478.png,2.0,NORMAL,DAO,dao,52
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,KuCoin Labs,kucoin-labs,https://img.cryptorank.io/funds/60x60.kucoin labs1650451262375.png,2.0,NORMAL,Exchange,exchange,51
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,NGC Ventures,ngc-ventures,https://img.cryptorank.io/funds/60x60.ngc ventures1648569841497.png,3.0,NORMAL,Venture,venture,238
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Big Brain Holdings,big-brain-holdings,https://img.cryptorank.io/funds/60x60.big_brain_holdings1658319721910.png,3.0,NORMAL,Venture,venture,159
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,HTX Ventures,huobi-capital,https://img.cryptorank.io/funds/60x60.huobi_capital1695744151086.png,3.0,NORMAL,Exchange,exchange,118
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Crypto.com Capital,crypto-com-capital,https://img.cryptorank.io/funds/60x60.crypto.com capital1648570634958.png,3.0,NORMAL,Exchange,exchange,64
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Formless Capital,formless-capital,https://img.cryptorank.io/funds/60x60.formless_capital1658414653987.png,3.0,NORMAL,Venture,venture,35
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Builder Capital,builder-capital,https://img.cryptorank.io/funds/60x60.builder_capital1661964792722.png,4.0,NORMAL,Venture,venture,32
oasys-games,Oasys,20000000.0,https://img.cryptorank.io/coins/60x60.oasys1704798541125.png,Krust,krustuniverse,https://img.cryptorank.io/funds/60x60.krust1665479251888.png,4.0,NORMAL,Venture,venture,8
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,Pi Ventures,pi-ventures,https://img.cryptorank.io/funds/60x60.pi_ventures1662381848617.png,4.0,LEAD,Venture,venture,2
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,imToken Ventures,imtoken-ventures,https://img.cryptorank.io/funds/60x60.im_token_ventures1662382378349.png,3.0,NORMAL,Corporation,corporate,18
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,Mahin Gupta,mahin-gupta,https://img.cryptorank.io/funds/60x60.mahin_gupta1662383246639.png,,NORMAL,Angel Investor,angel-investor,2
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,Priyeshu Garg,priyeshu-garg,https://img.cryptorank.io/funds/60x60.priyeshu_garg1662383623262.png,,NORMAL,Angel Investor,angel-investor,2
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,Ashish Tiwari,ashish-tiwari,https://img.cryptorank.io/funds/60x60.ashish_tiwari1662383884113.png,,NORMAL,Angel Investor,angel-investor,1
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,CK Vishwakarma,ck-vishwakarma,https://img.cryptorank.io/funds/60x60.ck_vishwakarma1662383474034.png,,NORMAL,Angel Investor,angel-investor,1
silence-laboratories,Silence Laboratories,1700000.0,https://img.cryptorank.io/coins/60x60.silence_laboratories1709219267016.png,Daniel Ari Friedman,daniel-ari-friedman,https://img.cryptorank.io/funds/60x60.daniel_ari_friedman1662383269131.png,,NORMAL,Angel Investor,angel-investor,1
injective-protocol,Injective,40000000.0,https://img.cryptorank.io/coins/60x60.injective1738682839253.png,Jump Crypto,jump-crypto,https://img.cryptorank.io/funds/60x60.jump_crypto1660216112246.png,2.0,NORMAL,Venture,venture,98
injective-protocol,Injective,40000000.0,https://img.cryptorank.io/coins/60x60.injective1738682839253.png,BH Digital,bh-digital,https://img.cryptorank.io/funds/60x60.bh_digital1662385571842.png,3.0,NORMAL,Venture,venture,6
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,The Spartan Group,spartan-group,https://img.cryptorank.io/funds/60x60.the_spartan_group1729584485534.png,1.0,LEAD,Venture,venture,218
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Shima Capital,shima-capital,https://img.cryptorank.io/funds/60x60.shima capital1649326068961.png,2.0,LEAD,Venture,venture,200
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,CMT Digital,cmt-digital,https://img.cryptorank.io/funds/60x60.cmt digital1653987824344.png,2.0,NORMAL,Venture,venture,139
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Fenbushi Capital,fenbushi-capital,https://img.cryptorank.io/funds/60x60.fenbushi capital1648564978976.png,2.0,NORMAL,Venture,venture,138
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Amber Group,amber-group,https://img.cryptorank.io/funds/60x60.amber_group1658307102691.png,2.0,NORMAL,Venture,venture,95
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Mapleblock Capital,mapleblock-capital,https://img.cryptorank.io/funds/60x60.mapleblock_capital1658313454079.png,2.0,NORMAL,Venture,venture,32
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,SevenX Ventures,7xvc,https://img.cryptorank.io/funds/60x60.seven_x_ventures1699983862047.png,3.0,NORMAL,Venture,venture,120
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Spark Digital Capital,spark-digital-capital,https://img.cryptorank.io/funds/60x60.spark digital capital1648568056075.png,3.0,NORMAL,Venture,venture,104
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,D1 Ventures,d1-ventures,https://img.cryptorank.io/funds/60x60.d_1_ventures1658314745326.png,3.0,NORMAL,Venture,venture,58
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Youbi Capital,youbicapital,https://img.cryptorank.io/funds/60x60.youbi capital1652190095146.png,3.0,NORMAL,Venture,venture,54
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Fundamental Labs,fundamental-labs,https://img.cryptorank.io/funds/60x60.fundamental labs1652867097130.png,3.0,NORMAL,Venture,venture,53
zecrey-protocol,Zecrey Protocol,4000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,Avstar Capital,avstar-capital,https://img.cryptorank.io/funds/60x60.avstar capital1648565761302.png,3.0,NORMAL,Venture,venture,15
zecrey-protocol,Zecrey Protocol,6000000.0,https://img.cryptorank.io/coins/60x60.zecrey_protocol1662386408145.png,YZi Labs (Prev. Binance Labs),binance-labs,https://img.cryptorank.io/funds/60x60.y_zi_labs_prev_binance_labs1737641288277.png,1.0,LEAD,Incubator,incubation,208
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Polychain Capital,polychain-capital,https://img.cryptorank.io/funds/60x60.polychain_capital1680073683609.png,1.0,LEAD,Venture,venture,242
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Santiago R. Santos,santiago-santos,https://img.cryptorank.io/funds/60x60.santiago_r_santos1678783357863.png,1.0,NORMAL,Angel Investor,angel-investor,75
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Robot Ventures,robot-ventures,https://img.cryptorank.io/funds/60x60.robot_ventures1657800646869.png,2.0,NORMAL,Venture,venture,140
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Bain Capital Crypto,bain-capital-crypto,https://img.cryptorank.io/funds/60x60.bain_capital_crypto1662390425956.png,2.0,NORMAL,Venture,venture,50
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Anthony Sassano,anthony-sassano,https://img.cryptorank.io/funds/60x60.anthony_sassano1688626607770.png,,NORMAL,Angel Investor,angel-investor,35
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Carlos Aria,carlos-aria,https://img.cryptorank.io/funds/60x60.carlos_aria1662390704506.png,,NORMAL,Angel Investor,angel-investor,1
scroll,Scroll,30000000.0,https://img.cryptorank.io/coins/60x60.scroll1693474620599.png,Ying Tong,ying-tong,https://img.cryptorank.io/funds/60x60.ying_tong1662390639986.png,,NORMAL,Angel Investor,angel-investor,1
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Lemniscap,lemniscap,https://img.cryptorank.io/funds/60x60.lemniscap1652176680463.png,3.0,LEAD,Venture,venture,111
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Coinbase Ventures,coinbase-ventures,https://img.cryptorank.io/funds/60x60.coinbase ventures1648494875227.png,1.0,NORMAL,Venture,venture,407
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Blockchain Capital,blockchain-capital,https://img.cryptorank.io/funds/60x60.blockchain capital1648497425517.png,1.0,NORMAL,Venture,venture,120
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Maven 11 Capital,maven11,https://img.cryptorank.io/funds/60x60.maven_11_capital1684582501014.png,2.0,NORMAL,Venture,venture,85
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Distributed Global,distributedglobal,https://img.cryptorank.io/funds/60x60.distributed global1653927365096.png,2.0,NORMAL,Venture,venture,65
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,SevenX Ventures,7xvc,https://img.cryptorank.io/funds/60x60.seven_x_ventures1699983862047.png,3.0,NORMAL,Venture,venture,120
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Folius Ventures,folius-ventures,https://img.cryptorank.io/funds/60x60.folius_ventures1658824329647.png,3.0,NORMAL,Venture,venture,67
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Lattice,lattice,https://img.cryptorank.io/funds/60x60.lattice1663919712998.png,3.0,NORMAL,Venture,venture,64
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,KR1,kr1,https://img.cryptorank.io/funds/60x60.kr_11662388925825.png,3.0,NORMAL,Venture,venture,33
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Arweave,arweave,https://img.cryptorank.io/funds/60x60.arweave1662388178217.png,3.0,NORMAL,Corporation,corporate,26
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,4SV,4sv,https://img.cryptorank.io/funds/60x60.4_sv1662390932490.png,3.0,NORMAL,Venture,venture,17
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Compute Ventures,compute-ventures,https://img.cryptorank.io/funds/60x60.compute_ventures1662392034646.png,3.0,NORMAL,Venture,venture,9
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Bering Waters,bering-waters,https://img.cryptorank.io/funds/60x60.bering_waters1662389259416.png,3.0,NORMAL,Venture,venture,6
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,The Graph,the-graph,https://img.cryptorank.io/funds/60x60.the_graph1662390060319.png,3.0,NORMAL,Corporation,corporate,6
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Numeus,numeus,https://img.cryptorank.io/funds/60x60.numeus1662389786267.png,3.0,NORMAL,Venture,venture,3
redstone,RedStone,7000000.0,https://img.cryptorank.io/coins/60x60.red_stone1662392438160.png,Permanent Ventures,permanent-ventures,https://img.cryptorank.io/funds/60x60.permanent_ventures1662391624107.png,4.0,NORMAL,Venture,venture,8
blockdaemon,Blockdaemon,28000000.0,https://img.cryptorank.io/coins/60x60.blockdaemon1662392391341.png,Greenspring Associates,greenspring-associates,https://img.cryptorank.io/funds/60x60.greenspring_associates1662394574281.png,3.0,LEAD,Venture,venture,5
blockdaemon,Blockdaemon,28000000.0,https://img.cryptorank.io/coins/60x60.blockdaemon1662392391341.png,Goldman Sachs,goldman-sachs,https://img.cryptorank.io/funds/60x60.goldman_sachs1662394854705.png,2.0,NORMAL,Corporation,corporate,25
dust-labs,Dust Labs,7000000.0,https://img.cryptorank.io/coins/60x60.dust_labs1662457269130.png,Solana Ventures,solana-ventures,https://img.cryptorank.io/funds/60x60.solana ventures1649333560224.png,2.0,NORMAL,Venture,venture,133
dust-labs,Dust Labs,7000000.0,https://img.cryptorank.io/coins/60x60.dust_labs1662457269130.png,Jump Crypto,jump-crypto,https://img.cryptorank.io/funds/60x60.jump_crypto1660216112246.png,2.0,NORMAL,Venture,venture,98
dust-labs,Dust Labs,7000000.0,https://img.cryptorank.io/coins/60x60.dust_labs1662457269130.png,Chapter One,chapter-one,https://img.cryptorank.io/funds/60x60.chapter_one1662454269638.png,3.0,NORMAL,Venture,venture,41
dust-labs,Dust Labs,7000000.0,https://img.cryptorank.io/coins/60x60.dust_labs1662457269130.png,Foundation Capital,foundation-capital,https://img.cryptorank.io/funds/60x60.foundation_capital1662454606501.png,3.0,NORMAL,Venture,venture,35
dust-labs,Dust Labs,7000000.0,https://img.cryptorank.io/coins/60x60.dust_labs1662457269130.png,Metaplex,metaplex,https://img.cryptorank.io/funds/60x60.metaplex1662455735525.png,4.0,NORMAL,Corporation,corporate,1
dust-labs,Dust Labs,7000000.0,https://img.cryptorank.io/coins/60x60.dust_labs1662457269130.png,FTX Ventures,ftx-ventures,https://img.cryptorank.io/funds/60x60.ftx ventures1649435357799.png,,NORMAL,Exchange,exchange,72
metaverse-magna,Metaverse Magna,3200000.0,https://img.cryptorank.io/coins/60x60.metaverse_magna1662463411223.png,HashKey Capital,hash-key-capital,https://img.cryptorank.io/funds/60x60.hashkey capital1648749705706.png,1.0,NORMAL,Venture,venture,224
metaverse-magna,Metaverse Magna,3200000.0,https://img.cryptorank.io/coins/60x60.metaverse_magna1662463411223.png,Polygon Studios,polygon-studios,https://img.cryptorank.io/funds/60x60.polygon_studios1657882464643.png,2.0,NORMAL,Venture,venture,43
metaverse-magna,Metaverse Magna,3200000.0,https://img.cryptorank.io/coins/60x60.metaverse_magna1662463411223.png,LD Capital,ld-capital,https://img.cryptorank.io/funds/60x60.ld capital1648633005413.png,3.0,NORMAL,Venture,venture,181
metaverse-magna,Metaverse Magna,3200000.0,https://img.cryptorank.io/coins/60x60.metaverse_magna1662463411223.png,gumi Cryptos,gumi-cryptos,https://img.cryptorank.io/funds/60x60.gumi_cryptos1658153437437.png,3.0,NORMAL,Venture,venture,70
metaverse-magna,Metaverse Magna,3200000.0,https://img.cryptorank.io/coins/60x60.metaverse_magna1662463411223.png,Tess Ventures,tess-ventures,https://img.cryptorank.io/funds/60x60.tess_ventures1662461796019.png,3.0,NORMAL,Venture,venture,31
