fund_slug,country,count
block-venture,China,1
block-venture,India,1
block-venture,Portugal,1
block-venture,United States,1
crossbeam,United States,3
crossbeam,Singapore,1
green-bay-ventures,United States,3
intersectiongp,United States,3
max-stealth,Australia,1
max-stealth,Israel,1
max-stealth,Kenya,1
realventures,Canada,3
august-capital,United States,3
red-sea-ventures,United States,2
foothillventures,United States,1
good-friends,United States,1
icfcapital,Spain,1
neubergerberman,United States,1
startyat,United States,1
iseedvc,India,6
iseedvc,Philippines,1
haystack,United States,3
navercorp,Netherlands,1
navercorp,South Korea,1
navercorp,United States,1
cjenm,South Korea,1
cjenm,United States,1
linegames,South Korea,1
linegames,United States,1
voltron-capital,Nigeria,2
ansacapital,United States,1
bettervc,India,1
canza-finance,Nigeria,1
fifth-down-capital,United States,1
kauction,South Korea,1
northwesternmutual,United States,1
saturn-blockchain-ventures,Nigeria,1
shinsegae,South Korea,1
thiel-capital,United States,1
webtoon,South Korea,1
ygplus,South Korea,1
jam-fintop,United States,4
ventorylabs,Switzerland,1
ventorylabs,Vietnam,1
firestartr,France,1
hottinger,France,1
insead-angels,Netherlands,1
nftscan,Hong Kong,1
systemavc,France,1
windvane,Hong Kong,1
baires-dao,Argentina,1
baires-dao,Germany,1
baires-dao,United States,1
fnac-darty-group,France,1
by-founders,Denmark,1
by-founders,Estonia,1
by-founders,Finland,1
calm-ventures,United States,2
crypto-games-inc,Japan,1
green-pine-capital-partners,China,1
kiii,Japan,1
vizz-agency,Spain,1
citadelsecurities,United States,1
brutalist-ventures,United States,1
daehong-communications,South Korea,1
innoenergy,Spain,1
microsoftsif,Spain,1
setventures,Spain,1
frees-fund,China,2
frees-fund,Japan,1
playfaircapital,United Kingdom,2
playfaircapital,United States,1
fusotao,Singapore,1
wl-harper-group,United States,3
ratioventures,Singapore,3
ratioventures,India,1
ratioventures,New Zealand,1
ratioventures,Serbia,1
ratioventures,Switzerland,1
elevateventures,United States,5
elevateventures,United Kingdom,1
rgaventures,United States,3
rgaventures,Switzerland,1
tdefi,Barbados,1
tdefi,India,1
tdefi,UAE,1
vulcanforged,Barbados,1
vulcanforged,Canada,1
vulcanforged,India,1
blufolio,France,1
blufolio,India,1
meet-the-people,Switzerland,1
wefoundercircle,India,1
z5capital,Switzerland,1
payucorp,United Kingdom,2
payucorp,United States,2
payucorp,San Marino,1
crifcorp,San Marino,1
flowverse,Hong Kong,1
rising-tide,United States,4
rising-tide,Nigeria,3
rising-tide,United Kingdom,1
kristaps-vaivods,Netherlands,1
kristaps-vaivods,United Kingdom,1
remaginevc,Israel,1
remaginevc,United States,1
2048vc,United States,1
columbusangelnetwork,Nigeria,1
moabigroup,Nigeria,2
spacecap,United States,1
mona,United States,1
nifty-island,United States,1
tq-ventures,United States,2
tq-ventures,Germany,1
tq-ventures,Hong Kong,1
tq-ventures,Kenya,1
flamingo-capital,United States,4
operator-partners,United States,4
operator-partners,Canada,1
eight-roads,France,1
eight-roads,Singapore,1
eight-roads,United States,1
primavera-ventures,Hong Kong,1
primavera-ventures,Singapore,1
wami-capital,Germany,1
agf,United States,1
at-inc,United States,1
bhp-ventures,United Kingdom,2
causeway-media-partners,United States,1
china-creation-ventures,Singapore,1
cowen-digital,United States,2
imec-xpand,Belgium,1
infinity-league,Singapore,1
jaguar-land-rover,United Kingdom,1
meta-app,Singapore,1
prodege,United States,1
qbic-fund,Belgium,1
revaia,France,1
volvo-cars,United Kingdom,1
anti-fund,Singapore,2
anti-fund,United States,2
anti-fund,New Zealand,1
blue-wire-capital,France,1
blue-wire-capital,United Kingdom,1
blue-wire-capital,United States,1
pulse-ventures,United States,1
vinacapital-ventures,Vietnam,1
mow-capital,Georgia,1
symmetry,Georgia,1
raised-in-space,United States,4
raised-in-space,New Zealand,1
dawn-capital,Japan,1
dawn-capital,United Kingdom,1
mattel,United States,1
seven-peaks-ventures,United States,2
seven-peaks-ventures,New Zealand,1
mercato-partners,United States,2
university-growth-fund,United States,2
william-blair-company,United States,1
crush-ventures,United States,2
hillhouse,China,3
kyu-collective,United Kingdom,1
learn-start-vc,United Kingdom,1
rich-fish-investment,Singapore,1
venture-highway,India,1
hanwha-investment-corp,United States,3
hanwha-investment-corp,South Korea,1
hanwha-investment-corp,Thailand,1
ralicap,United States,2
atlantica-ventures,United States,1
audacity,United States,1
berrywood-capital,United States,1
ingressive-capital,United States,1
newbuild-venture-capital,United States,2
relic,Singapore,1
savannah-fund,United States,1
trustfinco,United Kingdom,1
vector-capital,China,2
vector-capital,United Kingdom,1
partech-ventures,Germany,2
partech-ventures,United States,2
partech-ventures,France,1
partech-ventures,Japan,1
partech-ventures,Senegal,1
abn-amro,France,2
abn-amro,Germany,2
abn-amro,United States,1
exceptionalcapital,United States,2
10x-group,Germany,1
adelpha,United Kingdom,1
endurance-capital,India,1
higher-ground-labs,United States,1
lets-venture,India,1
redrice-ventures,United Kingdom,1
atomico,Estonia,1
atomico,France,1
adit-ventures,Hong Kong,1
adit-ventures,United States,1
highstreetmrkt,Singapore,1
highstreetmrkt,United States,1
angel-qa,Qatar,1
metal-vc,United States,1
the-seelig-group,United States,1
vempire,United States,1
auxxo,Germany,1
heni,United States,1
holvi,Germany,1
ilavska-vuillermoz-capital,Germany,1
keen-venture-partners,Netherlands,1
malibu-point-capital,United States,1
osage-venture-partners,United States,1
realvision,United States,1
sxsw,United States,1
banca-sella,Italy,1
northpond-ventures,Germany,1
united-ventures,Italy,2
smilegate-investment,South Korea,1
smilegate-investment,United States,1
cf-partners,France,1
expon-capital,France,2
kyungdong-invest,United States,1
metabase,UAE,1
nanuhm-angels,United States,1
oddo-bhf,France,1
raise,France,2
siparex-groupe,France,1
kardia-ventures,Vietnam,4
kardia-ventures,Singapore,2
kardia-ventures,United States,2
kardia-ventures,India,1
kardia-ventures,Slovakia,1
hotbit,Czech Republic,1
hotbit,Hong Kong,1
hotbit,Malaysia,1
hotbit,Singapore,1
hotbit,United Kingdom,1
hotbit,United States,1
lua-ventures,Vietnam,3
lua-ventures,Singapore,2
mintable,Netherlands,1
mintable,Singapore,1
mintable,United Kingdom,1
mintable,United States,1
tomo-chain,Vietnam,4
tomo-chain,India,1
hoo-com,United States,2
hoo-com,South Korea,1
powerhousecap,Belgium,1
powerhousecap,South Africa,1
powerhousecap,United States,1
stonks,United States,2
stonks,France,1
btse,United States,2
hub-global,Vietnam,2
sid-venture-partners,United States,2
worklife-ventures,United States,2
amanotes,Vietnam,1
astrapto-capital,Vietnam,1
bora,Vietnam,1
ddex,United States,1
fim-ventures,Vietnam,1
lendhub,United States,1
sandbox-network,Vietnam,1
tamer-capital,Turkey,1
th3ia-capital,Vietnam,1
stable-node,United States,4
stable-node,Bulgaria,1
stable-node,Estonia,1
stable-node,Philippines,1
stable-node,Sweden,1
lunar-ventures,Hong Kong,1
lunar-ventures,San Marino,1
lunar-ventures,Singapore,1
lunar-ventures,United Kingdom,1
wedbushvc,United States,5
basecamp-fund,United States,4
yield-yak,France,1
yield-yak,Singapore,1
yield-yak,United Kingdom,1
zilliqa-capital,United Kingdom,1
zilliqa-capital,United States,1
builders-tribe,India,1
builders-tribe,Singapore,1
senahill-partners,United States,2
b3-capital,United States,1
eden-network,United Kingdom,1
inventure-capital,Sweden,1
rembrandt-venture-partners,United States,1
revelry-venture-partners,United States,1
silicon-badia,United States,1
thomson-reuters,United States,4
thomson-reuters,Switzerland,1
fifth-wall,United States,3
fifth-wall,India,1
clocktower-ventures,Ecuador,2
clocktower-ventures,United States,2
crypto-fomo,Curacao,1
crypto-fomo,Thailand,1
dila-capital,Ecuador,3
dila-capital,United States,2
ebt-group,Canada,1
norrsken-impact,Kenya,1
norrsken-impact,Tanzania,1
northstar-group,United Kingdom,2
northstar-group,Indonesia,1
aviv-group,India,1
defi-asia-capital,Singapore,1
depro-labs,Singapore,1
linkcube-ventures,Singapore,1
perkins-coie,United States,1
tensility-venture-partners,United States,1
udemy,Singapore,1
whitecap-venture-partners,Canada,1
kindred-capital,United States,2
kindred-capital,Netherlands,1
mistletoe-venture-partners,Lithuania,2
elysian-park-ventures,United States,3
vibe-capital,United States,2
avantgarde-finance,France,1
cerro-capital,United States,1
inovabra-ventures,Brazil,1
kptl,Brazil,1
molecular-group,Canada,1
shamrock-capital,United States,1
sweet-farm,United Kingdom,1
xiaohongshu,United States,1
prometeus-labs,United States,2
prometeus-labs,Australia,1
prometeus-labs,Canada,1
prometeus-labs,China,1
prometeus-labs,Estonia,1
prometeus-labs,India,1
company-k-partners,Singapore,1
demium-capital,Estonia,1
iq-protocol,Australia,1
rendezvous-equity,Australia,1
sterling-vc,United States,8
sterling-vc,United Kingdom,1
unusual-ventures,United States,5
bbq-capital,United States,3
london-venture-partners,Germany,1
london-venture-partners,United Kingdom,1
london-venture-partners,United States,1
moon-holdings,Singapore,1
moon-holdings,Sweden,1
moon-holdings,United States,1
aleph-one,United States,3
operate-vc,United States,1
pdax,Philippines,1
sogal-ventures,United States,1
jafco,Japan,14
nft-tech,India,2
nft-tech,Canada,1
nft-tech,New Zealand,1
nft-tech,Portugal,1
nft-tech,United Kingdom,1
nft-tech,Vietnam,1
nfr-ventures,United States,3
nfr-ventures,Canada,2
panache-ventures,Canada,4
connecticut-innovations,United States,2
leonis-vc,France,1
leonis-vc,India,1
pace-capital,Sweden,1
pace-capital,United States,1
2am-vc,India,1
aua-capital-management,United States,1
crypto-nord,United Kingdom,1
embedded-capital,Germany,1
le-fonds,Hong Kong,1
niantic,United States,1
play-park,United Kingdom,1
sage-venture-partners,United States,1
sino-ag,Germany,2
sparrow-capital,Singapore,1
tian-ge-interactive,United Kingdom,1
valud,Singapore,1
webster-bank,United States,1
neotribe-ventures,United States,4
goldfinch-partners,United States,3
llama-ventures,Slovakia,1
llama-ventures,United States,1
mirrorxyz,United States,2
friends-with-benefits,United States,1
gusto,United States,1
index-coop,United States,1
newview-capital,United States,1
paragons,United States,1
playstudios,Netherlands,1
tal-ventures,Netherlands,1
xtech-ventures,Japan,1
adara-ventures,Spain,3
crypto-league,United Kingdom,1
devlabs,Chile,1
founders-factory-africa,United Kingdom,1
nogle,Hong Kong,3
nfventures,United States,3
nfventures,Singapore,2
nfventures,Estonia,1
nfventures,Philippines,1
nfventures,South Korea,1
hafen-ventures,Curacao,1
hafen-ventures,South Korea,1
hafen-ventures,United Kingdom,1
platanus-ventures,Chile,1
movecapital,United States,3
movecapital,United Kingdom,2
movecapital,Portugal,1
movecapital,Switzerland,1
lytical-ventures,United States,1
nanban-ventures,United States,1
jeneration-capital,Hong Kong,1
tyr-capital,United States,2
gapminder-vc,Luxembourg,1
mainstreet-invest,United States,1
krungsri-finnovate,Thailand,2
krungsri-finnovate,Singapore,1
set,Singapore,1
cryptoslate,Hong Kong,1
cryptoslate,Singapore,1
satori-research,Hong Kong,1
satori-research,United States,1
block-patch,Hong Kong,1
crypto-phd,Hong Kong,1
the-h-collective,Hong Kong,1
blockpact-capital,Czech Republic,1
blockpact-capital,India,1
blockpact-capital,Indonesia,1
blockpact-capital,San Marino,1
blockpact-capital,Singapore,1
blockpact-capital,Slovakia,1
hot-dao,France,1
hot-dao,Hong Kong,1
hot-dao,United States,1
koi-capital,Singapore,1
koi-capital,United States,1
gamemine-capital,United States,1
strong-ventures,South Korea,4
strong-ventures,United States,1
blockchainspace,Japan,1
blockchainspace,Singapore,1
the-w-fund,Canada,1
the51,Canada,1
keen-crypto,United States,3
listen-ventures,United States,1
parea-capital,Canada,1
parea-capital,UAE,1
peak-capital,Singapore,2
exa-finance,Canada,1
gmi-capital,Canada,1
orca-dao,Canada,1
xpand-capital,Canada,1
jaws-ventures,United States,2
another-planet,United States,1
bluemind,United States,1
decimus,Canada,1
red-light-management,United States,1
slauson-co,United States,1
valor-ventures,United States,1
gaw-capital,Hong Kong,1
kylinhall-partners,China,1
velo-partners,Germany,1
funders-club,United States,3
funders-club,Israel,2
funders-club,United Kingdom,2
funders-club,Canada,1
funders-club,India,1
funders-club,Mexico,1
declaration-partners,United States,2
declaration-partners,Australia,1
scorpio-vc,Hong Kong,1
scorpio-vc,Indonesia,1
scorpio-vc,Portugal,1
scorpio-vc,Singapore,1
vrm-ventures,Hong Kong,1
vrm-ventures,Singapore,1
vrm-ventures,Vietnam,1
nordstar,Brazil,1
nordstar,South Korea,1
nordstar,United Kingdom,1
avenir,France,1
avenir,United Kingdom,1
concentric,Finland,1
concentric,United Kingdom,1
emergence-capital,Gibraltar,1
emergence-capital,United States,1
eureka-stock-share-broking-services,Hong Kong,2
htr-group,Hong Kong,1
htr-group,United States,1
inveniam,Luxembourg,1
inveniam,United States,1
stablenode,Norway,1
stablenode,United States,1
sur-ventures,Argentina,2
theventurecity,Argentina,2
indiaquotient,India,1
missionog,United Kingdom,1
opera-tech-ventures,United Kingdom,3
redwood-trust,United States,1
tempocap,United Kingdom,1
zeev-ventures,United States,1
pluto-capital,Australia,1
pluto-capital,Kenya,1
pluto-capital,Singapore,1
pluto-capital,UAE,1
pluto-capital,United States,1
raba-capital,Nigeria,2
raba-capital,Kenya,1
raba-capital,South Africa,1
luna-capital,Singapore,2
luna-capital,Kenya,1
myasiavc,Hong Kong,1
myasiavc,Kenya,1
myasiavc,United Kingdom,1
r-930,Australia,1
r-930,Kenya,1
r-930,Sweden,1
european-super-angels-club,Austria,3
kleinblue-capital,Australia,1
kleinblue-capital,Kenya,1
tokenova,Kenya,1
tokenova,Sweden,1
bsc-army,British Virgin Islands,1
converse-crypto,Kenya,1
disclosure,Kenya,1
enabling-future,Kenya,1
genius-fund,United States,1
ignite-group,Kenya,1
karoshi-capital,Kenya,1
silent-unicorn,Kenya,1
testnet-ventures,Kenya,1
thibault-launay,Canada,1
mizuho-financial-group,Japan,7
graticule-asset-management-asia,Republic of the Congo,1
graticule-asset-management-asia,United States,1
green-horns-capital,Bulgaria,1
green-horns-capital,Singapore,1
scifi-vc,United States,2
stripes,United States,3
kakao-piccoma,Japan,1
positive-sum,United States,1
wme,United States,1
ico-pantera,France,1
ico-pantera,Hong Kong,1
ico-pantera,South Korea,1
ico-pantera,UAE,1
ico-pantera,Vietnam,1
unicorndao,United States,1
unlock-venture-partners,United States,3
capitoria,United States,1
imm-investment,South Korea,1
workweek,United States,1
diverse-angels,United States,2
diverse-angels,UAE,1
despace,Nigeria,1
despace,UAE,1
angular-ventures,Denmark,1
chona-family-office,Singapore,1
outward-vc,Denmark,1
sk-square,South Korea,1
jeffersoncapital,United States,1
bln-capital,Germany,1
bln-capital,United States,1
unshackled-ventures,United States,1
web3-studios,Germany,2
cosmo-connected,France,1
gunma-bank,Japan,1
innovius-capital,United States,1
koreit,South Korea,1
kyve-fund,United Kingdom,1
musashino-bank,Japan,1
now-japan,Japan,1
tlm,Japan,1
world-gold-council,Switzerland,1
zepeto,France,1
honeydao,Singapore,2
honeydao,United States,2
honeydao,United Kingdom,1
carta,United States,2
evolve,United States,1
founders-first,United States,2
afropolitan-dao,United States,1
canvas-ventures,United States,1
poolsuite,United States,1
reach-capital,United States,1
states-dao,United States,1
transpose-platform,United States,1
2link-buidl,Singapore,1
tnc-it-group,UAE,1
parity-technologies,Singapore,1
phoenixcapital,China,1
phoenixcapital,India,1
phoenixcapital,Singapore,1
phoenixcapital,UAE,1
phoenixcapital,United States,1
8iventures,India,1
bharatff,India,1
dxbfund,United Kingdom,1
eversecapital,Singapore,4
eversecapital,United States,3
eversecapital,Vietnam,3
eversecapital,Thailand,2
eversecapital,Canada,1
eversecapital,India,1
senatorinvest,United States,3
senatorinvest,Germany,1
senatorinvest,Hong Kong,1
access-ventures,United States,4
access-ventures,Japan,1
alpacavc,United States,3
alpacavc,Belgium,1
alpacavc,Canada,1
ritcapitalpartners,Hong Kong,2
ritcapitalpartners,Germany,1
ritcapitalpartners,United States,1
hightechgrund,Belgium,2
hightechgrund,Germany,2
hightechgrund,Austria,1
saasventures,United States,4
almoracapital,Singapore,1
almoracapital,Thailand,1
alsarainvest,Germany,1
alsarainvest,United States,1
bakshcapital,Singapore,2
capitaltvc,Netherlands,1
capitaltvc,United States,1
fortino-capital,Belgium,1
fortino-capital,Netherlands,1
hashigovc,Germany,1
hashigovc,Singapore,1
imecistart,Belgium,3
angelesinvestors,United States,1
nextcoastvc,United States,1
nphardventures,Netherlands,1
presighcapital,Singapore,1
presighcapital,United States,1
cross-tower,United States,1
guggenheimmuseum,United States,1
perezartmuseum,United States,1
hillrisecapital,Canada,2
hillrisecapital,Australia,1
hillrisecapital,India,1
hillrisecapital,Switzerland,1
hillrisecapital,United Kingdom,1
whaleshark,Australia,1
whaleshark,United Kingdom,1
companyventures,United States,2
invescoprivatecap,United States,2
khariscapital,Australia,1
khariscapital,Hong Kong,1
panoramic-ventures,United States,2
pjcvc,United States,4
trinitycapital,Canada,1
trinitycapital,United States,1
bluewatchvc,United States,1
boldcapital,United States,3
fiatventures,United States,2
fircapital,Argentina,1
gccfund,United States,1
lightbank,United States,1
melangeventures,United States,1
tfxcapital,United States,3
blockchainvv,Switzerland,2
blockchainvv,United Kingdom,2
blockchainvv,United States,1
maveron,United States,2
maveron,Singapore,1
3iq,Canada,1
blackfinchvc,United Kingdom,1
defiresearch,France,1
goldstreetvc,United States,1
italianangelsfg,United Kingdom,1
mavennet,Canada,1
nufund-venture-group,United States,1
swan-venture-fund,United States,1
juncapital,Canada,1
juncapital,Israel,1
juncapital,Liechtenstein,1
juncapital,San Marino,1
juncapital,Switzerland,1
juncapital,Ukraine,1
crossfund,Nigeria,1
firstfounders,Nigeria,1
lovelacecorp,Canada,1
playnity,Canada,1
thehuslcorp,Canada,1
unizencorp,Canada,1
21shares,Turkey,1
21shares,UAE,1
21shares,United States,1
blockwater-capital,British Virgin Islands,1
blockwater-capital,India,1
blockwater-capital,United States,1
svb-capital,United States,5
tenonetenvc,United States,2
blockdeskvc,Germany,1
dreamcapital,Singapore,1
elaiavc,France,1
finberg,Turkey,1
halls-investments,Singapore,1
hedgue,Singapore,1
mixmob,Canada,1
seven-20,Austria,1
sparkfund,United States,1
valleyventurecap,Spain,1
synaps,Germany,3
synaps,United States,2
synaps,France,1
synaps,Switzerland,1
synaps,UAE,1
femaleff,United States,2
nextchymia,Norway,1
nextchymia,Switzerland,1
geekventures,United States,1
nautacapital,Germany,1
nh-investment,United States,1
oktaventures,United States,1
ukrainiansf,United States,1
wiedenkennedy,United States,1
dcm-ventures,United States,9
dcm-ventures,China,1
dcm-ventures,Hong Kong,1
kinetic-capital,United States,3
kinetic-capital,United Kingdom,1
eidetic-ventures,United States,1
fitz-gate,United States,2
lightshed-ventures,United States,1
propel-x,United States,1
redstart-labs,India,1
star-x,South Korea,1
fatimagobivc,United Kingdom,1
qi-capital,United States,3
telstra-ventures,United States,2
voodoo-ventures,India,1
voodoo-ventures,United States,1
abstraction-ventures,United States,1
invicta-growth,United States,1
sopris-capital,United States,1
staderlabs,United States,1
stony-lonesome,United States,1
veteran-ventures,United States,1
gtcapital,British Virgin Islands,1
gtcapital,Singapore,1
gtcapital,South Korea,1
gtcapital,United States,1
definitive-capital,France,1
definitive-capital,Greece,1
definitive-capital,Singapore,1
definitive-capital,United States,1
time-ventures,United States,4
broadlight,United States,1
luge-capital,Canada,1
luge-capital,United States,1
olivexai,Singapore,1
olivexai,United States,1
advent,United States,1
harvest-ventures,Canada,1
nabventures,India,1
nrj,France,1
paipal-ventures,India,1
rokaworks,United States,1
trace-africa,France,1
cboe-global,United States,3
coti,Germany,1
coti,Ireland,1
coti,Israel,1
ffg-venture,Japan,2
gp-capital,China,2
gp-capital,Japan,1
5y-capital,United States,1
gold-house,United States,1
oriza-ventures,United States,1
seetee,United States,1
white-bay,United States,1
startingline,United States,4
startingline,United Kingdom,1
sugar-capital,United States,1
starry-night,United States,2
wisconsin-investment,United States,1
kenzo-ventures,Seychelles,1
teoh-capital,United States,2
digital-horizon,Estonia,1
digital-horizon,Spain,1
hypesalt,South Korea,1
pala,South Korea,1
snow,South Korea,1
vr-ventures,Estonia,1
general-global,United States,3
kane-rao-group,India,1
kane-rao-group,Singapore,1
blockfills,Singapore,1
ndn2-vision-fund,Hong Kong,1
nukkleus,Singapore,1
whale-rock-capital-management,United States,1
zebpay,India,1
zb-capital,Canada,1
zb-capital,China,1
zb-capital,India,1
zb-capital,Norway,1
zb-capital,Switzerland,1
zb-capital,United Kingdom,1
vestigium,South Korea,2
vestigium,France,1
vestigium,Israel,1
vestigium,Norway,1
vestigium,United Kingdom,1
lionline,Norway,1
polkadotters,Norway,1
wyng,South Korea,1
make-group,Puerto Rico,1
concept-art-house,South Korea,1
concept-art-house,United Kingdom,1
concept-art-house,United States,1
a-z-angels,United States,1
cobalt-capital,United States,1
metaverse-magna,United States,1
the-forest-road-company,United States,1
ube-swap,Nigeria,1
xanpool,Nigeria,1
asymmetries-technologies,United States,2
asymmetries-technologies,Singapore,1
zoomer-fund,United States,2
graviton-fund,United States,2
matias-ventures,United Kingdom,1
soleil-capitale,United States,1
trolley-ventures,United States,1
maelstrom-interactive,France,1
maelstrom-interactive,United States,1
bowei-zhihong-touzi,South Korea,1
crowd-venture,United States,4
crowd-venture,Switzerland,1
tor-kenz,United States,3
greyhound-capital,Denmark,4
greyhound-capital,Japan,2
deutsche-telekom,United States,1
venturra-capital,Singapore,3
venturra-capital,United Kingdom,1
monashees,United States,2
monashees,Brazil,1
tessera-capital-partners,Hong Kong,2
tessera-capital-partners,United States,1
atlantico,United States,2
berioza-associates,Singapore,1
cell-rising,Hong Kong,2
crc-capital,Singapore,2
kesha-ventures,United States,1
radiant-tech-ventures,Hong Kong,2
simplex,United States,1
slope,Canada,1
the-brooker-group,Singapore,2
topaz-investment,Hong Kong,1
paribus-ventures,Belgium,1
paribus-ventures,Estonia,1
paribus-ventures,Hong Kong,1
paribus-ventures,Serbia,1
paribus-ventures,South Africa,1
paribus-ventures,United States,1
c-ventures,United States,2
c-ventures,Hong Kong,1
c-ventures,Singapore,1
floem-capital,United Kingdom,2
floem-capital,Indonesia,1
floem-capital,United States,1
third-point,United States,4
third-point,India,1
true-capital-management,United States,3
apenft,Singapore,1
apenft,United States,1
degenscore,India,1
degenscore,South Africa,1
draper-cygnus,Argentina,3
draper-cygnus,United States,1
first-check-ventures,Singapore,2
first-check-ventures,United States,1
solana-insiders,Canada,1
solana-insiders,Indonesia,1
junipero,United States,1
kikitrade,United States,1
myelin,United States,1
njf-capital,United States,1
metasensedao,United States,2
buidlhodl-capital,Poland,1
bnktothefuture,United States,3
bnktothefuture,United Kingdom,2
bnktothefuture,India,1
bnktothefuture,Kenya,1
bnktothefuture,Mexico,1
bnktothefuture,New Zealand,1
r7-capital,United States,1
korea-investment-partners,South Korea,2
korea-investment-partners,United States,2
korea-investment-partners,Hong Kong,1
korea-investment-partners,India,1
korea-investment-partners,United Kingdom,1
idc-ventures,Denmark,2
idc-ventures,Malaysia,1
idc-ventures,United States,1
4founders-capital,Spain,2
4founders-capital,United States,1
catamaran,India,1
kinnevik,Denmark,2
muse-capital,New Zealand,1
two-hop-ventures,Belgium,1
ibex-investors,United States,1
meta-prop,United States,2
the-medici-group,United States,1
nalu-capital,United States,4
han-dao,United States,3
smart-stake,United States,1
44-venture-opportunities,United States,1
fineqia,United Kingdom,2
moving-capital,United States,1
tacoma-venture-fund,United States,1
argo-blockchain,United States,2
argo-blockchain,Switzerland,1
naspers,Australia,2
naspers,Lithuania,1
naspers,Philippines,1
nordic-eye-venture-capital,Denmark,1
nordic-eye-venture-capital,India,1
nordic-eye-venture-capital,United Kingdom,1
brandtech-ventures,United Kingdom,1
brandtech-ventures,United States,1
liberty-global,Australia,1
liberty-global,United States,1
cove-capital,Singapore,1
kerve-capital,United States,2
kerve-capital,Canada,1
there-exists-ventures,Germany,1
there-exists-ventures,Serbia,1
there-exists-ventures,Singapore,1
grow-your-base,United States,1
number-capital,Indonesia,1
dao-square,Singapore,1
dao-square,Switzerland,1
dao-square,United States,1
triblock,United States,2
triblock,India,1
triblock,United Kingdom,1
dao-capital,India,1
dao-capital,Singapore,1
dao-capital,United Kingdom,1
wave7,Singapore,1
wave7,United States,1
defiyield,Singapore,1
parastate-labs,Singapore,1
bitcoin-addict-thailand,Hong Kong,1
bitcoin-addict-thailand,Ireland,1
bitcoin-addict-thailand,South Korea,1
ug-ventures,Vietnam,3
ug-ventures,Hong Kong,1
worshipper-capital,Malaysia,1
worshipper-capital,Taiwan,1
wyre-capital,United States,2
bts-labs,Hong Kong,1
dell-technologies-capital,United States,1
finova-capital,Israel,1
meta-x-ventures,Hong Kong,1
niftys,United States,1
thales,United States,1
automata-network,United States,1
figure-8-investments,United States,1
rare-breed-ventures,United States,1
sig,China,2
hkust-crypto-fintech-lab,Hong Kong,1
lol-capital,Hong Kong,1
bluewheel-capital,Indonesia,1
bluewheel-capital,Singapore,1
bluewheel-capital,United Kingdom,1
coin-lab,Vietnam,2
coin-lab,Curacao,1
gameswift,Germany,1
davinci-dao,British Virgin Islands,1
hellens-rock-capital,Switzerland,1
seventysix-capital,Switzerland,1
orthogonal-trading,Australia,2
orthogonal-trading,United States,2
orthogonal-trading,China,1
orthogonal-trading,Finland,1
orthogonal-trading,Switzerland,1
guneri-invest,Turkey,1
stake-borg,Romania,1
subsquid,Romania,1
upstart,United States,1
west-labs,United States,1
intercontinental-exchange,United States,2
f50-elevate,Singapore,1
linked-group-services,Australia,1
mvst-mg,Israel,3
mvst-mg,Poland,1
firstmark,United States,7
firstmark,France,1
goodyear-ventures,United States,1
munich-re,United States,3
ngp-capital,United States,1
polkafoundary,China,1
polkafoundary,Nigeria,1
polkafoundary,United Kingdom,1
girnas-capital,Bahrain,1
girnas-capital,United Kingdom,1
solrazr,Australia,1
solrazr,United Kingdom,1
3d-gamers-guild,United Kingdom,1
avascan,United States,1
metaverse-launchpad,United Kingdom,1
polinate,United Kingdom,1
prism-protocol,British Virgin Islands,1
scrt-labs,United States,1
zerion,United States,1
bigcoin-capital,Singapore,3
bigcoin-capital,Vietnam,3
bigcoin-capital,France,1
bigcoin-capital,Slovakia,1
bigcoin-capital,Spain,1
bigcoin-capital,Switzerland,1
cryptobuddy,Singapore,1
cryptobuddy,Thailand,1
celo-launch-labs,Singapore,1
odysseydao,United States,1
eos-vc,United States,7
eos-vc,Switzerland,2
legos-capital,Hong Kong,1
legos-capital,Singapore,1
legos-capital,United States,1
streamr,Finland,1
streamr,United States,1
bigppdao,Singapore,1
kodansha,Japan,1
nishi-nippon-railroad,Japan,1
riptide-music-group,United States,1
bmw-capital,India,1
bmw-capital,Panama,1
bmw-capital,Singapore,1
bmw-capital,South Korea,1
bmw-capital,Sweden,1
bmw-capital,United Kingdom,1
decision-tree,Australia,1
decision-tree,United Kingdom,1
ebest-investments-securities,South Korea,1
sta-fi,China,1
sta-fi,Georgia,1
cosmic-guild,Vietnam,1
information-capital,United States,1
onechain-technology,Vietnam,1
rally,United States,1
wilshire-lane-capital,United States,1
bigg-digital-assets,Canada,2
bigg-digital-assets,United States,1
sweat-equity-ventures,United States,3
11-2-capital,United States,2
experian-ventures,United States,1
nexxera,Brazil,1
singh-capital-partners,Canada,1
snowdevil-capital,Canada,1
ubx-philippines,Philippines,2
cube-entertainment,Hong Kong,1
nbdr-ventures,United States,1
wakestream-ventures,United States,1
mercuria,United States,1
addition,United States,7
addition,United Kingdom,1
dfj-growth,United States,5
scopely,Hong Kong,1
scopely,India,1
unacademy,India,1
zanavu-ventures,India,1
seax-ventures,Thailand,2
seax-ventures,Singapore,1
bloktopia,UAE,1
true-pnl,South Korea,1
acuity-ventures,United States,1
crew-capital,Canada,1
four-acres-venture-capital,Canada,1
01-advisors,United States,5
gemhive-dao,Switzerland,1
18-ventures,India,2
18-ventures,United Kingdom,2
18-ventures,Hong Kong,1
18-ventures,New Zealand,1
preangel-fund,Switzerland,2
