fund_slug,country,count
anagram-crypto,United Kingdom,1
formless-capital,United States,8
formless-capital,Singapore,3
formless-capital,UAE,2
formless-capital,Vietnam,2
formless-capital,Estonia,1
formless-capital,Hong Kong,1
laser-digital,United States,7
laser-digital,China,2
laser-digital,United Kingdom,2
laser-digital,Australia,1
laser-digital,Canada,1
laser-digital,Germany,1
coingecko-ventures,United States,7
coingecko-ventures,Singapore,2
coingecko-ventures,United Kingdom,2
coingecko-ventures,Denmark,1
coingecko-ventures,France,1
coingecko-ventures,India,1
cyber-fund,Israel,1
cyber-fund,Singapore,1
cyber-fund,Switzerland,1
cyber-fund,United States,1
skyland-ventures,Japan,8
skyland-ventures,Singapore,3
skyland-ventures,United States,2
skyland-ventures,Estonia,1
skyland-ventures,Netherlands,1
mystenlabs,United States,6
mystenlabs,Finland,1
mystenlabs,Switzerland,1
borderless-capital,United States,6
borderless-capital,Germany,5
borderless-capital,Singapore,2
borderless-capital,Argentina,1
borderless-capital,Cayman Islands,1
borderless-capital,Greece,1
dao5,United States,15
dao5,Canada,1
dao5,Portugal,1
dao5,Singapore,1
dao5,Switzerland,1
chorus-one,United States,8
chorus-one,United Kingdom,2
chorus-one,Poland,1
chorus-one,Singapore,1
chorus-one,Spain,1
foundation-capital,United States,14
foundation-capital,Canada,2
foundation-capital,Singapore,2
foundation-capital,United Kingdom,2
superscrypt,United States,11
superscrypt,Singapore,3
superscrypt,Germany,1
superscrypt,Puerto Rico,1
superscrypt,United Kingdom,1
fintech-collective,United States,12
fintech-collective,Germany,2
fintech-collective,India,2
fintech-collective,United Kingdom,2
fintech-collective,Australia,1
fintech-collective,Portugal,1
trueglobalvc,United States,5
trueglobalvc,Singapore,4
trueglobalvc,France,3
trueglobalvc,Germany,2
trueglobalvc,Hong Kong,2
trueglobalvc,Sweden,2
dba,United States,1
moonrock-capital,Germany,4
moonrock-capital,Singapore,3
moonrock-capital,United States,3
moonrock-capital,UAE,2
moonrock-capital,Vietnam,2
moonrock-capital,Belgium,1
gate-ventures,United States,8
gate-ventures,Singapore,2
gate-ventures,Ireland,1
gate-ventures,Japan,1
hv-capital,Germany,4
hv-capital,United Kingdom,2
hv-capital,France,1
hv-capital,United States,1
cathay-innovation,France,4
figment-capital,United States,15
figment-capital,Belgium,1
figment-capital,Germany,1
figment-capital,Liechtenstein,1
figment-capital,Spain,1
figment-capital,Switzerland,1
cypher-capital,Singapore,4
cypher-capital,United States,4
cypher-capital,Germany,2
cypher-capital,UAE,2
cypher-capital,Barbados,1
cypher-capital,British Virgin Islands,1
orangedao,United States,13
orangedao,Singapore,2
orangedao,Tanzania,2
orangedao,Japan,1
orangedao,Puerto Rico,1
orangedao,United Kingdom,1
founders-fund,United States,16
founders-fund,Canada,1
founders-fund,Germany,1
founders-fund,Senegal,1
founders-fund,Switzerland,1
woodstock-fund,United States,6
woodstock-fund,Singapore,4
woodstock-fund,India,3
woodstock-fund,Australia,1
woodstock-fund,Belgium,1
woodstock-fund,Kenya,1
kingsway-capital,United Kingdom,7
kingsway-capital,United States,5
kingsway-capital,Canada,1
kingsway-capital,Germany,1
kingsway-capital,Hong Kong,1
kingsway-capital,Iceland,1
kyros-ventures,Vietnam,6
kyros-ventures,United States,5
kyros-ventures,Singapore,3
kyros-ventures,Canada,1
kyros-ventures,Germany,1
kyros-ventures,Lithuania,1
haun-ventures,United States,13
haun-ventures,United Kingdom,2
haun-ventures,Canada,1
haun-ventures,India,1
haun-ventures,Singapore,1
mina-protocol,Cyprus,1
phantom,United States,1
general-catalyst,United States,17
general-catalyst,India,2
general-catalyst,United Kingdom,1
ghaf-capital-partners,United States,5
ghaf-capital-partners,India,3
ghaf-capital-partners,Puerto Rico,2
ghaf-capital-partners,British Virgin Islands,1
ghaf-capital-partners,Canada,1
ghaf-capital-partners,Kenya,1
no-limit-holdings,United States,6
no-limit-holdings,Switzerland,1
no-limit-holdings,UAE,1
no-limit-holdings,United Kingdom,1
alphalab-capital,United States,7
alphalab-capital,Singapore,3
alphalab-capital,Cayman Islands,1
alphalab-capital,Hong Kong,1
alphalab-capital,Indonesia,1
jdac-capital,United States,2
jdac-capital,China,1
jdac-capital,Estonia,1
bybit,United States,3
bybit,Singapore,2
bybit,Cayman Islands,1
bybit,Estonia,1
bybit,Finland,1
snz-holding,United States,9
snz-holding,Singapore,4
snz-holding,Canada,3
snz-holding,Australia,1
snz-holding,China,1
snz-holding,Hong Kong,1
paka,United States,7
paka,Singapore,3
paka,New Zealand,2
paka,Cayman Islands,1
paka,China,1
paka,Croatia,1
faculty-group,United States,4
faculty-group,Singapore,3
faculty-group,France,2
faculty-group,Germany,2
faculty-group,Switzerland,2
faculty-group,Canada,1
polymorphic-capital,United States,8
polymorphic-capital,Switzerland,2
polymorphic-capital,United Kingdom,2
polymorphic-capital,Canada,1
polymorphic-capital,Italy,1
polymorphic-capital,Netherlands,1
archetype-ventures,United States,15
archetype-ventures,United Kingdom,2
archetype-ventures,Canada,1
archetype-ventures,India,1
archetype-ventures,Netherlands,1
uphonest-capital,United States,7
uphonest-capital,Hong Kong,1
optimism,Canada,2
optimism,United States,1
optimism,Vietnam,1
zee-prime-capital,United States,7
zee-prime-capital,Singapore,3
zee-prime-capital,United Kingdom,3
zee-prime-capital,Finland,2
zee-prime-capital,India,2
zee-prime-capital,China,1
gsr-ventures,Singapore,6
gsr-ventures,United States,6
gsr-ventures,United Kingdom,3
gsr-ventures,Canada,1
gsr-ventures,China,1
gsr-ventures,Malaysia,1
chain-capital,Singapore,5
chain-capital,United States,3
chain-capital,Indonesia,2
chain-capital,Canada,1
chain-capital,Malaysia,1
chain-capital,Nigeria,1
gate-labs,United States,5
gate-labs,Singapore,3
gate-labs,Canada,2
gate-labs,Japan,2
gate-labs,China,1
gate-labs,Germany,1
advanced-blockchain,United States,3
advanced-blockchain,Germany,2
advanced-blockchain,Portugal,2
advanced-blockchain,China,1
advanced-blockchain,Romania,1
advanced-blockchain,Singapore,1
generative-vc,China,1
generative-vc,Germany,1
generative-vc,Switzerland,1
generative-vc,United States,1
tokenbaycapital,Hong Kong,7
tokenbaycapital,United States,4
tokenbaycapital,Singapore,2
tokenbaycapital,Israel,1
gumi-cryptos,United States,11
gumi-cryptos,Singapore,4
gumi-cryptos,United Kingdom,2
gumi-cryptos,China,1
gumi-cryptos,France,1
gumi-cryptos,Poland,1
gd10-ventures,Canada,2
gd10-ventures,Singapore,2
gd10-ventures,United Kingdom,2
gd10-ventures,Vietnam,2
gd10-ventures,Brazil,1
gd10-ventures,Bulgaria,1
morningstar-ventures,United States,7
morningstar-ventures,Singapore,3
morningstar-ventures,Germany,2
morningstar-ventures,Argentina,1
morningstar-ventures,Liechtenstein,1
morningstar-ventures,Philippines,1
oddiyana-ventures,Estonia,2
oddiyana-ventures,United States,2
oddiyana-ventures,Hong Kong,1
oddiyana-ventures,Panama,1
oddiyana-ventures,Singapore,1
oddiyana-ventures,Spain,1
uniswap-labs-ventures,United States,11
uniswap-labs-ventures,Switzerland,2
uniswap-labs-ventures,Canada,1
uniswap-labs-ventures,Serbia,1
uniswap-labs-ventures,United Kingdom,1
benson-oak-ventures,Israel,2
benson-oak-ventures,Estonia,1
elron-ventures,Israel,3
blockchange-ventures,United States,11
blockchange-ventures,Germany,3
blockchange-ventures,Canada,2
blockchange-ventures,Israel,2
blockchange-ventures,Switzerland,2
castle-island-ventures,United States,17
castle-island-ventures,India,1
castle-island-ventures,Seychelles,1
castle-island-ventures,Switzerland,1
finality-capital-partners,United States,6
finality-capital-partners,India,1
finality-capital-partners,Singapore,1
panony,Hong Kong,6
panony,Canada,3
panony,Singapore,3
panony,United States,3
panony,China,1
panony,Switzerland,1
galaxy-interactive,United States,11
galaxy-interactive,Japan,2
galaxy-interactive,South Korea,2
galaxy-interactive,Argentina,1
galaxy-interactive,British Virgin Islands,1
galaxy-interactive,Mexico,1
palm-tree-crew,United States,15
palm-tree-crew,Singapore,1
viabtc-capital,United States,6
viabtc-capital,China,1
viabtc-capital,France,1
viabtc-capital,Singapore,1
viabtc-capital,Sweden,1
zbs-capital,Singapore,3
zbs-capital,UAE,3
zbs-capital,United States,2
zbs-capital,Vietnam,2
zbs-capital,Australia,1
zbs-capital,Estonia,1
lucidblue-ventures,United States,7
lucidblue-ventures,Singapore,6
lucidblue-ventures,China,2
lucidblue-ventures,Australia,1
lucidblue-ventures,Hong Kong,1
lucidblue-ventures,Japan,1
chapter-one,United States,10
chapter-one,Canada,4
chapter-one,United Kingdom,3
chapter-one,Cayman Islands,2
chapter-one,Switzerland,1
arbitrum-foundation,United States,8
arbitrum-foundation,Singapore,3
arbitrum-foundation,United Kingdom,2
arbitrum-foundation,British Virgin Islands,1
arbitrum-foundation,Canada,1
arbitrum-foundation,Finland,1
citi,United States,9
citi,Luxembourg,1
citi,United Kingdom,1
duck-dao,United Kingdom,5
duck-dao,Switzerland,2
duck-dao,United States,2
duck-dao,Australia,1
duck-dao,British Virgin Islands,1
duck-dao,Canada,1
web3com-ventures,United States,6
web3com-ventures,Singapore,1
web3com-ventures,United Kingdom,1
abcde,United States,5
abcde,Singapore,4
abcde,British Virgin Islands,1
abcde,China,1
abcde,Hong Kong,1
reverie,United States,4
reverie,British Virgin Islands,1
reverie,Japan,1
despread,Hong Kong,1
despread,India,1
despread,South Korea,1
protocol-labs,United States,9
protocol-labs,Canada,3
protocol-labs,Germany,2
protocol-labs,Greece,1
protocol-labs,Israel,1
protocol-labs,Japan,1
chain-gpt-labs,Estonia,2
ape-terminal,Singapore,2
x-21-digital,Singapore,3
x-21-digital,United States,3
x-21-digital,Vietnam,3
x-21-digital,India,2
x-21-digital,UAE,2
x-21-digital,Australia,1
ethereal-ventures,United States,12
ethereal-ventures,United Kingdom,3
ethereal-ventures,France,1
ethereal-ventures,Hong Kong,1
ethereal-ventures,India,1
ethereal-ventures,Republic of the Congo,1
bankless,United States,5
bankless,British Virgin Islands,1
bankless,Cayman Islands,1
bankless,Singapore,1
bankless,United Kingdom,1
decubate,India,1
vessel-capital,United States,2
vessel-capital,Hong Kong,1
vessel-capital,Republic of the Congo,1
vessel-capital,Vietnam,1
kosmos-ventures,United States,6
kosmos-ventures,Singapore,4
kosmos-ventures,Romania,2
kosmos-ventures,United Kingdom,2
kosmos-ventures,Australia,1
kosmos-ventures,Georgia,1
falcon-x,United States,5
falcon-x,Canada,1
falcon-x,Switzerland,1
offchain-labs,Singapore,1
offchain-labs,United States,1
gem-digital,United States,3
gem-digital,Belize,1
gem-digital,Denmark,1
gem-digital,Estonia,1
gem-digital,Ireland,1
gem-digital,Lithuania,1
krypital-group,United States,10
krypital-group,China,2
krypital-group,Hong Kong,2
krypital-group,Vietnam,2
krypital-group,India,1
krypital-group,Nigeria,1
leadblock-partners,France,3
leadblock-partners,United States,3
leadblock-partners,Australia,2
leadblock-partners,Hong Kong,2
leadblock-partners,Belgium,1
leadblock-partners,Finland,1
kronosresearch,United States,8
kronosresearch,Singapore,4
kronosresearch,United Kingdom,4
kronosresearch,Antigua and Barbuda,1
kronosresearch,Canada,1
a-capital,United States,13
a-capital,Argentina,1
a-capital,India,1
a-capital,Israel,1
a-capital,Netherlands,1
a-capital,South Africa,1
compound-labs,Singapore,1
huobi-capital,United States,7
huobi-capital,Singapore,3
huobi-capital,United Kingdom,3
huobi-capital,Germany,2
huobi-capital,British Virgin Islands,1
huobi-capital,Israel,1
republic-capital,United States,11
republic-capital,Germany,2
republic-capital,Israel,2
republic-capital,Georgia,1
republic-capital,India,1
republic-capital,Japan,1
magnus-capital,United States,8
magnus-capital,UAE,3
magnus-capital,Hong Kong,2
magnus-capital,India,2
magnus-capital,Australia,1
magnus-capital,Estonia,1
7xvc,United States,10
7xvc,Singapore,2
7xvc,United Kingdom,2
7xvc,Canada,1
7xvc,China,1
7xvc,Colombia,1
alumni-ventures-group,United States,13
alumni-ventures-group,United Kingdom,3
alumni-ventures-group,Bangladesh,1
alumni-ventures-group,Canada,1
alumni-ventures-group,Greece,1
alumni-ventures-group,South Africa,1
global-coin-research,United States,11
global-coin-research,Germany,2
global-coin-research,United Kingdom,2
global-coin-research,Canada,1
global-coin-research,France,1
global-coin-research,Netherlands,1
walden-bridge-capital,Switzerland,1
walden-bridge-capital,United States,1
toyota-ventures,United States,3
moonshots-capital,Canada,1
moonshots-capital,United States,1
north-rock-capital,United States,1
longhashvc,United States,9
longhashvc,Singapore,4
longhashvc,India,2
longhashvc,Switzerland,2
longhashvc,Cayman Islands,1
longhashvc,South Africa,1
basics-capital,Vietnam,5
basics-capital,United States,4
basics-capital,Australia,1
basics-capital,India,1
basics-capital,Lithuania,1
basics-capital,Norway,1
gamefi-ventures,Singapore,3
gamefi-ventures,Hong Kong,2
gamefi-ventures,United States,2
gamefi-ventures,Australia,1
gamefi-ventures,Israel,1
gamefi-ventures,UAE,1
avalon-wealth-club,Bulgaria,1
avalon-wealth-club,Thailand,1
avalaunch,United States,6
avalaunch,Singapore,2
avalaunch,Bulgaria,1
avalaunch,France,1
avalaunch,Gibraltar,1
avalaunch,Hong Kong,1
superlayer,United States,4
superlayer,Canada,1
deutsche-bank,Singapore,2
deutsche-bank,Italy,1
deutsche-bank,Switzerland,1
deutsche-bank,United States,1
six-group,Switzerland,1
six-group,United States,1
nexocorp,United States,8
nexocorp,United Kingdom,3
nexocorp,Bulgaria,1
nexocorp,Colombia,1
nexocorp,Israel,1
nexocorp,Kenya,1
token-metrics,United States,5
token-metrics,Singapore,2
token-metrics,Germany,1
adaverse,Nigeria,5
adaverse,Singapore,1
adaverse,UAE,1
adaverse,United States,1
everest-ventures,United States,6
everest-ventures,Singapore,4
everest-ventures,Australia,2
everest-ventures,Canada,2
everest-ventures,China,2
everest-ventures,Hong Kong,1
race-capital,United States,16
race-capital,Hong Kong,1
race-capital,United Kingdom,1
paradigm-shift-capital,United States,2
paradigm-shift-capital,India,1
paradigm-shift-capital,Singapore,1
jam-fund,United States,2
jam-fund,Singapore,1
paxos,United States,8
dutch-crypto-investors,United Kingdom,3
dutch-crypto-investors,Indonesia,2
dutch-crypto-investors,Vietnam,2
dutch-crypto-investors,Belgium,1
dutch-crypto-investors,Bulgaria,1
dutch-crypto-investors,Estonia,1
tenzor-capital,Canada,4
tenzor-capital,United States,4
tenzor-capital,India,1
tenzor-capital,New Zealand,1
tenzor-capital,Romania,1
tenzor-capital,Saint Kitts and Nevis,1
titans-ventures,Singapore,3
titans-ventures,Hong Kong,2
titans-ventures,Indonesia,2
titans-ventures,United Kingdom,2
titans-ventures,Vietnam,2
titans-ventures,Australia,1
origin-capital,United States,4
origin-capital,United Kingdom,3
origin-capital,China,1
origin-capital,Czech Republic,1
origin-capital,Portugal,1
origin-capital,Vietnam,1
sygnum,Switzerland,2
sygnum,Germany,1
sygnum,Singapore,1
sygnum,United Kingdom,1
sygnum,United States,1
bitwise,United Kingdom,1
bullpen-capital,United States,3
apollo-global-management,United States,2
youbicapital,Singapore,5
youbicapital,United States,4
youbicapital,China,3
youbicapital,UAE,2
youbicapital,Canada,1
youbicapital,France,1
ankr,United States,3
ankr,Canada,2
ankr,Estonia,1
ankr,Indonesia,1
ankr,Saint Kitts and Nevis,1
ankr,Singapore,1
arcane-crypto,France,1
alchemy-pay,United States,1
coin-98-ventures,Vietnam,7
coin-98-ventures,Singapore,2
coin-98-ventures,Australia,1
coin-98-ventures,Germany,1
coin-98-ventures,Hong Kong,1
coin-98-ventures,India,1
dialectic-capital,United States,9
dialectic-capital,Singapore,3
dialectic-capital,Switzerland,2
dialectic-capital,Canada,1
dialectic-capital,India,1
dialectic-capital,New Zealand,1
asymm-ventures,Sweden,1
asymm-ventures,Vietnam,1
mantle,United States,2
mantle,United Kingdom,1
primeblock-ventures,United States,5
primeblock-ventures,Singapore,3
primeblock-ventures,Spain,2
primeblock-ventures,China,1
primeblock-ventures,Hong Kong,1
primeblock-ventures,Serbia,1
chromia,Germany,1
true-ventures,United States,12
true-ventures,India,2
true-ventures,Singapore,2
true-ventures,France,1
true-ventures,New Zealand,1
true-ventures,Switzerland,1
emurgo,United States,5
emurgo,Singapore,3
emurgo,France,1
emurgo,Israel,1
emurgo,Nigeria,1
emurgo,Portugal,1
winklevoss-capital,United States,16
winklevoss-capital,Hong Kong,3
winklevoss-capital,Singapore,1
initialized-capital,United States,15
initialized-capital,Canada,4
initialized-capital,Brazil,1
anthos-capital,United States,5
anthos-capital,Germany,1
d1-ventures,United States,9
d1-ventures,Cayman Islands,1
d1-ventures,China,1
d1-ventures,France,1
d1-ventures,Germany,1
d1-ventures,Israel,1
coindesk,United Kingdom,1
4sv,Singapore,3
4sv,United Kingdom,3
4sv,Estonia,1
4sv,Germany,1
4sv,Hong Kong,1
4sv,Poland,1
base-ecosystem-fund,United States,2
celestia,United States,2
panda-capital,United States,2
panda-capital,Canada,1
panda-capital,Estonia,1
panda-capital,Norway,1
panda-capital,Singapore,1
panda-capital,Thailand,1
spark-digital-capital,United States,8
spark-digital-capital,Hong Kong,3
spark-digital-capital,Singapore,2
spark-digital-capital,Argentina,1
spark-digital-capital,Australia,1
spark-digital-capital,China,1
bitvalue-capital,Hong Kong,1
uncorrelated-ventures,United States,7
uncorrelated-ventures,Singapore,2
uncorrelated-ventures,Canada,1
uncorrelated-ventures,Germany,1
uncorrelated-ventures,India,1
infinite-capital,United States,11
infinite-capital,Singapore,3
infinite-capital,Vietnam,2
infinite-capital,United Kingdom,1
wormhole,Hong Kong,1
