fund_slug,tag,count,percent
dwf-labs,Play to Earn (P2E),3,14.29
bitscale-capital,Artificial Intelligence (AI),3,16.67
bitscale-capital,Cross-Chain,3,16.67
bitscale-capital,Developer Tools,3,16.67
bitscale-capital,LSDfi,3,16.67
bitscale-capital,Bots,2,11.11
bitscale-capital,Play to Earn (P2E),2,11.11
bitscale-capital,Security,2,11.11
hashed-fund,NFT elements,4,22.22
hashed-fund,Developer Tools,3,16.67
hashed-fund,DEX,3,16.67
hashed-fund,Artificial Intelligence (AI),2,11.11
hashed-fund,Layer 2 (L2),2,11.11
hashed-fund,Metaverse,2,11.11
hashed-fund,Perpetuals,2,11.11
thelao,NFT elements,6,26.09
thelao,DAO,4,17.39
thelao,Lending,4,17.39
thelao,API,3,13.04
thelao,Marketplace,2,8.7
thelao,Payments,2,8.7
thelao,Smart Contract Platform,2,8.7
bain-capital-crypto,zk-Proofs (ZKP),5,27.78
bain-capital-crypto,Privacy,3,16.67
bain-capital-crypto,DEX,2,11.11
bain-capital-crypto,Layer 1 (L1),2,11.11
bain-capital-crypto,Layer 2 (L2),2,11.11
bain-capital-crypto,NFT elements,2,11.11
bain-capital-crypto,Smart Contract Platform,2,11.11
softbank,Layer 1 (L1),3,18.75
softbank,Payments,3,18.75
softbank,Data Service,2,12.5
softbank,Lending,2,12.5
softbank,NFT elements,2,12.5
softbank,Privacy,2,12.5
softbank,Staking,2,12.5
the-sandbox,NFT elements,7,36.84
the-sandbox,Metaverse,5,26.32
the-sandbox,Artificial Intelligence (AI),2,10.53
the-sandbox,Marketplace,2,10.53
the-sandbox,Binance Launchpool,1,5.26
the-sandbox,Decentralized Application (dApp),1,5.26
the-sandbox,Play to Earn (P2E),1,5.26
swissborg-ventures,NFT elements,3,20.0
swissborg-ventures,Cross-Chain,2,13.33
swissborg-ventures,Developer Tools,2,13.33
swissborg-ventures,Governance,2,13.33
swissborg-ventures,Marketplace,2,13.33
swissborg-ventures,Restaking,2,13.33
swissborg-ventures,Staking,2,13.33
yield-guild-games,NFT elements,5,21.74
yield-guild-games,Play to Earn (P2E),5,21.74
yield-guild-games,Metaverse,4,17.39
yield-guild-games,Artificial Intelligence (AI),3,13.04
yield-guild-games,DAO,2,8.7
yield-guild-games,Mobile,2,8.7
yield-guild-games,Staking,2,8.7
1-confirmation,Data Service,3,16.67
1-confirmation,Decentralized Application (dApp),3,16.67
1-confirmation,NFT elements,3,16.67
1-confirmation,Smart Contract Platform,3,16.67
1-confirmation,Governance,2,11.11
1-confirmation,Marketplace,2,11.11
1-confirmation,Metaverse,2,11.11
tribecapital,DePIN,4,21.05
tribecapital,Developer Tools,4,21.05
tribecapital,Layer 1 (L1),4,21.05
tribecapital,Artificial Intelligence (AI),3,15.79
tribecapital,Modular,2,10.53
tribecapital,DAO,1,5.26
tribecapital,Lending,1,5.26
redpoint,Data Service,6,33.33
redpoint,Smart Contract Platform,3,16.67
redpoint,API,2,11.11
redpoint,Developer Tools,2,11.11
redpoint,Security,2,11.11
redpoint,Wallet,2,11.11
redpoint,Play to Earn (P2E),1,5.56
double-peak,Play to Earn (P2E),3,20.0
double-peak,Artificial Intelligence (AI),2,13.33
double-peak,Cross-Chain,2,13.33
double-peak,Developer Tools,2,13.33
double-peak,Lending,2,13.33
double-peak,Social Network,2,13.33
double-peak,Yield Farming,2,13.33
mapleblock-capital,Artificial Intelligence (AI),4,23.53
mapleblock-capital,Lending,3,17.65
mapleblock-capital,DAO,2,11.76
mapleblock-capital,Launchpad,2,11.76
mapleblock-capital,Layer 1 (L1),2,11.76
mapleblock-capital,NFT elements,2,11.76
mapleblock-capital,Smart Contract Platform,2,11.76
safepal,Binance Alpha,1,20.0
safepal,Data Service,1,20.0
safepal,Decentralized Application (dApp),1,20.0
safepal,DEX,1,20.0
safepal,Perpetuals,1,20.0
impossible-finance,NFT elements,8,32.0
impossible-finance,Governance,4,16.0
impossible-finance,Data Service,3,12.0
impossible-finance,Marketplace,3,12.0
impossible-finance,Play to Earn (P2E),3,12.0
impossible-finance,DEX,2,8.0
impossible-finance,Lending,2,8.0
fbg-capital,Artificial Intelligence (AI),4,22.22
fbg-capital,NFT elements,4,22.22
fbg-capital,Data Service,2,11.11
fbg-capital,Metaverse,2,11.11
fbg-capital,Mobile,2,11.11
fbg-capital,Play to Earn (P2E),2,11.11
fbg-capital,Sports,2,11.11
tiger-global-management,Payments,5,29.41
tiger-global-management,API,2,11.76
tiger-global-management,BOB Ecosystem,2,11.76
tiger-global-management,NFT elements,2,11.76
tiger-global-management,Play to Earn (P2E),2,11.76
tiger-global-management,Security,2,11.76
tiger-global-management,Smart Contract Platform,2,11.76
animoca-brands-kk,Metaverse,2,25.0
animoca-brands-kk,Advertising,1,12.5
animoca-brands-kk,Data Service,1,12.5
animoca-brands-kk,Education,1,12.5
animoca-brands-kk,Layer 1 (L1),1,12.5
animoca-brands-kk,Sports,1,12.5
animoca-brands-kk,VR/AR,1,12.5
cardano-foundation,Metaverse,2,18.18
cardano-foundation,NFT elements,2,18.18
cardano-foundation,Play to Earn (P2E),2,18.18
cardano-foundation,Shooter,2,18.18
cardano-foundation,CEX,1,9.09
cardano-foundation,Cloud Services,1,9.09
cardano-foundation,Data Service,1,9.09
visa,Payments,3,30.0
visa,RWA,2,20.0
visa,Security,2,20.0
visa,Governance,1,10.0
visa,Privacy,1,10.0
visa,Wallet,1,10.0
gbv-capital,NFT elements,6,26.09
gbv-capital,Trading Strategies,5,21.74
gbv-capital,Artificial Intelligence (AI),3,13.04
gbv-capital,Launchpad,3,13.04
gbv-capital,Cross-Chain,2,8.7
gbv-capital,Data Service,2,8.7
gbv-capital,Staking,2,8.7
tronfoundation,Governance,3,20.0
tronfoundation,Bridge,2,13.33
tronfoundation,Cross-Chain,2,13.33
tronfoundation,LSDfi,2,13.33
tronfoundation,Staking,2,13.33
tronfoundation,Trading Strategies,2,13.33
tronfoundation,Yield Aggregator,2,13.33
sinoglobalcapital,NFT elements,5,27.78
sinoglobalcapital,Data Service,3,16.67
sinoglobalcapital,Lending,2,11.11
sinoglobalcapital,Marketplace,2,11.11
sinoglobalcapital,Metaverse,2,11.11
sinoglobalcapital,Payments,2,11.11
sinoglobalcapital,Yield Aggregator,2,11.11
merit-circle,Play to Earn (P2E),10,43.48
merit-circle,Artificial Intelligence (AI),3,13.04
merit-circle,NFT elements,3,13.04
merit-circle,Shooter,3,13.04
merit-circle,Portfolio Management,2,8.7
merit-circle,Cloud Services,1,4.35
merit-circle,Mobile,1,4.35
jump-capital,Account Abstraction,3,15.79
jump-capital,Cross-Chain,3,15.79
jump-capital,DEX,3,15.79
jump-capital,NFT elements,3,15.79
jump-capital,Wallet,3,15.79
jump-capital,Payments,2,10.53
jump-capital,Privacy,2,10.53
genblock-capital,DEX,5,20.0
genblock-capital,NFT elements,5,20.0
genblock-capital,Metaverse,4,16.0
genblock-capital,AMM,3,12.0
genblock-capital,DAO,3,12.0
genblock-capital,Play to Earn (P2E),3,12.0
genblock-capital,Lending,2,8.0
sequoia-capital-india,Governance,4,21.05
sequoia-capital-india,Staking,4,21.05
sequoia-capital-india,Payments,3,15.79
sequoia-capital-india,Decentralized Application (dApp),2,10.53
sequoia-capital-india,Metaverse,2,10.53
sequoia-capital-india,NFT elements,2,10.53
sequoia-capital-india,Yield Farming,2,10.53
ava-labs,Governance,4,25.0
ava-labs,AMM,2,12.5
ava-labs,Lending,2,12.5
ava-labs,NFT elements,2,12.5
ava-labs,Payments,2,12.5
ava-labs,Play to Earn (P2E),2,12.5
ava-labs,Staking,2,12.5
genesis,Lending,4,20.0
genesis,DEX,3,15.0
genesis,Perpetuals,3,15.0
genesis,Trading Strategies,3,15.0
genesis,Yield Farming,3,15.0
genesis,Cross-Chain,2,10.0
genesis,Wallet,2,10.0
eden-block,Staking,5,22.73
eden-block,Data Service,4,18.18
eden-block,Cross-Chain,3,13.64
eden-block,DePIN,3,13.64
eden-block,Governance,3,13.64
eden-block,Artificial Intelligence (AI),2,9.09
eden-block,NFT elements,2,9.09
ideoventures,Data Service,3,17.65
ideoventures,Mobile,3,17.65
ideoventures,NFT elements,3,17.65
ideoventures,DAO,2,11.76
ideoventures,Decentralized Application (dApp),2,11.76
ideoventures,Lending,2,11.76
ideoventures,Messenger,2,11.76
the-a16z-cultural-leadership-fund,Artificial Intelligence (AI),1,14.29
the-a16z-cultural-leadership-fund,Data Service,1,14.29
the-a16z-cultural-leadership-fund,Layer 2 (L2),1,14.29
the-a16z-cultural-leadership-fund,Marketplace,1,14.29
the-a16z-cultural-leadership-fund,NFT elements,1,14.29
the-a16z-cultural-leadership-fund,Node,1,14.29
the-a16z-cultural-leadership-fund,ZK-Rollup,1,14.29
polygon-studios,NFT elements,11,42.31
polygon-studios,Metaverse,4,15.38
polygon-studios,Play to Earn (P2E),3,11.54
polygon-studios,Binance Launchpool,2,7.69
polygon-studios,Developer Tools,2,7.69
polygon-studios,Gaming Guild,2,7.69
polygon-studios,Social Network,2,7.69
jumptrading,Binance Launchpool,2,14.29
jumptrading,Cross-Chain,2,14.29
jumptrading,DAO,2,14.29
jumptrading,DEX,2,14.29
jumptrading,Governance,2,14.29
jumptrading,NFT elements,2,14.29
jumptrading,Staking,2,14.29
jp-morgan,Payments,7,58.33
jp-morgan,Mobile,1,8.33
jp-morgan,Privacy,1,8.33
jp-morgan,RWA,1,8.33
jp-morgan,Security,1,8.33
jp-morgan,Wallet,1,8.33
temasek,Payments,5,27.78
temasek,CEX,4,22.22
temasek,Coins Alleged as Securities by SEC,3,16.67
temasek,Exchange Token,3,16.67
temasek,Marketplace,1,5.56
temasek,NFT elements,1,5.56
temasek,Smart Contract Platform,1,5.56
alibaba-group,Account Abstraction,2,14.29
alibaba-group,API,2,14.29
alibaba-group,Data Service,2,14.29
alibaba-group,EVM,2,14.29
alibaba-group,Layer 1 (L1),2,14.29
alibaba-group,Modular,2,14.29
alibaba-group,Privacy,2,14.29
qcp-capital,Lending,6,22.22
qcp-capital,DEX,5,18.52
qcp-capital,Perpetuals,5,18.52
qcp-capital,Governance,3,11.11
qcp-capital,NFT elements,3,11.11
qcp-capital,Options,3,11.11
qcp-capital,Staking,2,7.41
dhvc,Data Service,7,29.17
dhvc,API,4,16.67
dhvc,Artificial Intelligence (AI),3,12.5
dhvc,Governance,3,12.5
dhvc,Mobile,3,12.5
dhvc,Layer 1 (L1),2,8.33
dhvc,NFT elements,2,8.33
lg-technology-ventures,NFT elements,3,20.0
lg-technology-ventures,Play to Earn (P2E),3,20.0
lg-technology-ventures,Coin50 Index,2,13.33
lg-technology-ventures,Coins Alleged as Securities by SEC,2,13.33
lg-technology-ventures,Collectibles,2,13.33
lg-technology-ventures,Metaverse,2,13.33
lg-technology-ventures,Artificial Intelligence (AI),1,6.67
robinhood,Data Service,1,50.0
robinhood,Wallet,1,50.0
de-fiance-capital,Play to Earn (P2E),11,33.33
de-fiance-capital,NFT elements,9,27.27
de-fiance-capital,Governance,4,12.12
de-fiance-capital,Data Service,3,9.09
de-fiance-capital,Collectibles,2,6.06
de-fiance-capital,DAO,2,6.06
de-fiance-capital,Payments,2,6.06
ascensiveassets,Cross-Chain,3,16.67
ascensiveassets,DAO,3,16.67
ascensiveassets,NFT elements,3,16.67
ascensiveassets,Play to Earn (P2E),3,16.67
ascensiveassets,Lending,2,11.11
ascensiveassets,Marketplace,2,11.11
ascensiveassets,Staking,2,11.11
galxe,Data Service,2,15.38
galxe,Decentralized Application (dApp),2,15.38
galxe,Digital Identity,2,15.38
galxe,Governance,2,15.38
galxe,Play to Earn (P2E),2,15.38
galxe,Staking,2,15.38
galxe,Marketplace,1,7.69
1inch,NFT elements,3,25.0
1inch,AMM,2,16.67
1inch,Cross-Chain,2,16.67
1inch,DAO,2,16.67
1inch,Governance,1,8.33
1inch,Payments,1,8.33
1inch,Staking,1,8.33
pet-rock-capital,NFT elements,6,27.27
pet-rock-capital,Cross-Chain,3,13.64
pet-rock-capital,Marketplace,3,13.64
pet-rock-capital,Metaverse,3,13.64
pet-rock-capital,Play to Earn (P2E),3,13.64
pet-rock-capital,Governance,2,9.09
pet-rock-capital,Lending,2,9.09
goldman-sachs,Payments,6,30.0
goldman-sachs,Data Service,3,15.0
goldman-sachs,Security,3,15.0
goldman-sachs,API,2,10.0
goldman-sachs,RWA,2,10.0
goldman-sachs,Trading Strategies,2,10.0
goldman-sachs,Wallet,2,10.0
greenoaks-capital,CEX,1,14.29
greenoaks-capital,Layer 1 (L1),1,14.29
greenoaks-capital,Layer 2 (L2),1,14.29
greenoaks-capital,Play to Earn (P2E),1,14.29
greenoaks-capital,Smart Contract Platform,1,14.29
greenoaks-capital,Verification,1,14.29
greenoaks-capital,Wallet,1,14.29
susquehanna-international-group,DEX,4,19.05
susquehanna-international-group,Marketplace,4,19.05
susquehanna-international-group,Perpetuals,4,19.05
susquehanna-international-group,RWA,3,14.29
susquehanna-international-group,Artificial Intelligence (AI),2,9.52
susquehanna-international-group,Data Service,2,9.52
susquehanna-international-group,NFT elements,2,9.52
icetea-labs,NFT elements,13,26.53
icetea-labs,Play to Earn (P2E),10,20.41
icetea-labs,Marketplace,7,14.29
icetea-labs,Governance,6,12.24
icetea-labs,Staking,6,12.24
icetea-labs,Metaverse,4,8.16
icetea-labs,Yield Farming,3,6.12
goldentree-asset-management,DEX,5,20.83
goldentree-asset-management,Lending,5,20.83
goldentree-asset-management,Governance,4,16.67
goldentree-asset-management,NFT elements,3,12.5
goldentree-asset-management,Staking,3,12.5
goldentree-asset-management,Cross-Chain,2,8.33
goldentree-asset-management,Yield Farming,2,8.33
epic-games,Cloud Services,1,50.0
epic-games,Metaverse,1,50.0
seven-seven-six,NFT elements,8,33.33
seven-seven-six,Marketplace,3,12.5
seven-seven-six,Metaverse,3,12.5
seven-seven-six,Mobile,3,12.5
seven-seven-six,Social Network,3,12.5
seven-seven-six,Data Service,2,8.33
seven-seven-six,Play to Earn (P2E),2,8.33
dapper-labs,NFT elements,7,36.84
dapper-labs,AMM,2,10.53
dapper-labs,DEX,2,10.53
dapper-labs,Metaverse,2,10.53
dapper-labs,Play to Earn (P2E),2,10.53
dapper-labs,Social Network,2,10.53
dapper-labs,Sports,2,10.53
greylock-partners,Data Service,4,19.05
greylock-partners,NFT elements,4,19.05
greylock-partners,Cross-Chain,3,14.29
greylock-partners,Marketplace,3,14.29
greylock-partners,Play to Earn (P2E),3,14.29
greylock-partners,Payments,2,9.52
greylock-partners,Wallet,2,9.52
s-p-global,Data Service,3,75.0
s-p-global,Lending,1,25.0
ericsson-ventures,Metaverse,1,100.0
horizons-ventures,Payments,2,25.0
horizons-ventures,Developer Tools,1,12.5
horizons-ventures,Metaverse,1,12.5
horizons-ventures,Play to Earn (P2E),1,12.5
horizons-ventures,Portfolio Management,1,12.5
horizons-ventures,Social Network,1,12.5
horizons-ventures,Sports,1,12.5
overstock,Marketplace,2,28.57
overstock,Payments,2,28.57
overstock,CEX,1,14.29
overstock,Data Service,1,14.29
overstock,Trading Strategies,1,14.29
samsung,Privacy,2,25.0
samsung,Advertising,1,12.5
samsung,Artificial Intelligence (AI),1,12.5
samsung,DAO,1,12.5
samsung,Data Service,1,12.5
samsung,Layer 1 (L1),1,12.5
samsung,Wallet,1,12.5
kabbage,Payments,1,100.0
nuri,Lending,1,100.0
ubisoft-entertainment-sa,NFT elements,6,25.0
ubisoft-entertainment-sa,Collectibles,4,16.67
ubisoft-entertainment-sa,Play to Earn (P2E),4,16.67
ubisoft-entertainment-sa,Card Games,3,12.5
ubisoft-entertainment-sa,Governance,3,12.5
ubisoft-entertainment-sa,Marketplace,2,8.33
ubisoft-entertainment-sa,Metaverse,2,8.33
take-two-interactive-software,NFT elements,1,100.0
marshall-wace,Payments,2,50.0
marshall-wace,Data Service,1,25.0
marshall-wace,Security,1,25.0
bitstamp,Masternode,1,33.33
bitstamp,Options,1,33.33
bitstamp,Perpetuals,1,33.33
nba,Education,1,33.33
nba,NFT elements,1,33.33
nba,Social Network,1,33.33
osaka-gas,Advertising,1,50.0
osaka-gas,Metaverse,1,50.0
lightspeed-china-partners,CEX,2,66.67
lightspeed-china-partners,Wallet,1,33.33
divergence-ventures,Yield Farming,6,20.0
divergence-ventures,Decentralized Application (dApp),5,16.67
divergence-ventures,Staking,5,16.67
divergence-ventures,DAO,4,13.33
divergence-ventures,Governance,4,13.33
divergence-ventures,Cross-Chain,3,10.0
divergence-ventures,Lending,3,10.0
htc,Metaverse,2,22.22
htc,NFT elements,2,22.22
htc,Cross-Chain,1,11.11
htc,Data Service,1,11.11
htc,Launchpad,1,11.11
htc,Mobile,1,11.11
htc,Music,1,11.11
bandai-namco-entertainment,NFT elements,3,42.86
bandai-namco-entertainment,Art,1,14.29
bandai-namco-entertainment,Developer Tools,1,14.29
bandai-namco-entertainment,Metaverse,1,14.29
bandai-namco-entertainment,Social Network,1,14.29
kohlberg-kravis,Payments,6,85.71
kohlberg-kravis,Lending,1,14.29
revolutions-rise,Mobile,2,40.0
revolutions-rise,Payments,2,40.0
revolutions-rise,Wallet,1,20.0
future-art,Marketplace,1,50.0
future-art,NFT elements,1,50.0
infinity-force,NFT elements,1,50.0
infinity-force,Play to Earn (P2E),1,50.0
rtp-global,DEX,1,25.0
rtp-global,Exchange Aggregator,1,25.0
rtp-global,Marketplace,1,25.0
rtp-global,NFT elements,1,25.0
twitter,Payments,1,100.0
institutional-venture-partners,CEX,3,30.0
institutional-venture-partners,Coins Alleged as Securities by SEC,2,20.0
institutional-venture-partners,Exchange Token,2,20.0
institutional-venture-partners,NFT elements,1,10.0
institutional-venture-partners,Portfolio Management,1,10.0
institutional-venture-partners,Tax & Accounting,1,10.0
canaccord-genuity,CEX,1,50.0
canaccord-genuity,Data Service,1,50.0
stifel,Coins Alleged as Securities by SEC,1,50.0
stifel,Payments,1,50.0
binance-us,Masternode,1,100.0
morgan-stanley,Portfolio Management,1,50.0
morgan-stanley,RWA,1,50.0
silicon-valley-bank,Payments,5,62.5
silicon-valley-bank,CEX,1,12.5
silicon-valley-bank,Digital Identity,1,12.5
silicon-valley-bank,Privacy,1,12.5
fifth-era,Payments,2,50.0
fifth-era,Developer Tools,1,25.0
fifth-era,Privacy,1,25.0
meta,Artificial Intelligence (AI),1,100.0
saigon-trade-coin,Collectibles,1,25.0
saigon-trade-coin,NFT elements,1,25.0
saigon-trade-coin,Play to Earn (P2E),1,25.0
saigon-trade-coin,RPG,1,25.0
sequoia-heritage,Data Service,1,33.33
sequoia-heritage,Mobile,1,33.33
sequoia-heritage,Payments,1,33.33
polaroid,Art,1,33.33
polaroid,Collectibles,1,33.33
polaroid,Marketplace,1,33.33
google-for-startups,Education,1,100.0
hacken,Staking,1,100.0
seedinvest,Payments,1,100.0
japan-finance,Energy Solutions,1,50.0
japan-finance,Real Estate,1,50.0
invest-nebraska,Mobile,2,50.0
invest-nebraska,Payments,2,50.0
samsung-venture-investment,Data Service,2,33.33
samsung-venture-investment,Decentralized Application (dApp),2,33.33
samsung-venture-investment,Internet of Things (IoT),1,16.67
samsung-venture-investment,Payments,1,16.67
infinity-labs,NFT elements,5,31.25
infinity-labs,Play to Earn (P2E),3,18.75
infinity-labs,Artificial Intelligence (AI),2,12.5
infinity-labs,Governance,2,12.5
infinity-labs,Metaverse,2,12.5
infinity-labs,Cross-Chain,1,6.25
infinity-labs,Decentralized Application (dApp),1,6.25
castrum-capital,Artificial Intelligence (AI),4,19.05
castrum-capital,DePIN,4,19.05
castrum-capital,Launchpad,3,14.29
castrum-capital,Play to Earn (P2E),3,14.29
castrum-capital,Trading Strategies,3,14.29
castrum-capital,Music,2,9.52
castrum-capital,Staking,2,9.52
foresight-ventures,Artificial Intelligence (AI),6,27.27
foresight-ventures,Developer Tools,5,22.73
foresight-ventures,Layer 1 (L1),3,13.64
foresight-ventures,API,2,9.09
foresight-ventures,Data Service,2,9.09
foresight-ventures,DEX,2,9.09
foresight-ventures,Proof of Stake (PoS),2,9.09
aptos,Developer Tools,4,23.53
aptos,Artificial Intelligence (AI),3,17.65
aptos,Data Service,2,11.76
aptos,Layer 2 (L2),2,11.76
aptos,LSDfi,2,11.76
aptos,NFT elements,2,11.76
aptos,Payments,2,11.76
jupiter,Data Service,3,25.0
jupiter,Mobile,2,16.67
jupiter,Trading Strategies,2,16.67
jupiter,Wallet,2,16.67
jupiter,Creator Economy,1,8.33
jupiter,Marketplace,1,8.33
jupiter,Payments,1,8.33
morph,AI Agent Platform,1,25.0
morph,AMM,1,25.0
morph,Bitcoin Scaling,1,25.0
morph,DEX,1,25.0
brevan-howard-digital,LSDfi,6,30.0
brevan-howard-digital,NFT elements,3,15.0
brevan-howard-digital,Restaking,3,15.0
brevan-howard-digital,Binance Launchpool,2,10.0
brevan-howard-digital,DAO,2,10.0
brevan-howard-digital,DEX,2,10.0
brevan-howard-digital,Marketplace,2,10.0
tech-stars,Data Service,3,20.0
tech-stars,Developer Tools,2,13.33
tech-stars,Mobile,2,13.33
tech-stars,NFT elements,2,13.33
tech-stars,Payments,2,13.33
tech-stars,Social Media,2,13.33
tech-stars,Wallet,2,13.33
dewhales,DEX,6,26.09
dewhales,LSDfi,4,17.39
dewhales,AMM,3,13.04
dewhales,Restaking,3,13.04
dewhales,Yield Farming,3,13.04
dewhales,Governance,2,8.7
dewhales,Lending,2,8.7
maelstrom,Lending,4,18.18
maelstrom,LSDfi,4,18.18
maelstrom,Artificial Intelligence (AI),3,13.64
maelstrom,Developer Tools,3,13.64
maelstrom,DEX,3,13.64
maelstrom,Yield Farming,3,13.64
maelstrom,Governance,2,9.09
lemniscap,Developer Tools,6,33.33
lemniscap,Data Availability,3,16.67
lemniscap,DePIN,3,16.67
lemniscap,Layer 1 (L1),2,11.11
lemniscap,zk-Proofs (ZKP),2,11.11
lemniscap,DEX,1,5.56
lemniscap,Play to Earn (P2E),1,5.56
daedalus,Digital Identity,3,23.08
daedalus,DePIN,2,15.38
daedalus,Fiat-backed,2,15.38
daedalus,Smart Contract Platform,2,15.38
daedalus,zk-Proofs (ZKP),2,15.38
daedalus,Launchpad,1,7.69
daedalus,Marketplace,1,7.69
near-foundation,Artificial Intelligence (AI),5,33.33
near-foundation,Data Service,3,20.0
near-foundation,Developer Tools,3,20.0
near-foundation,Collectibles,1,6.67
near-foundation,Lending,1,6.67
near-foundation,Payments,1,6.67
near-foundation,Play to Earn (P2E),1,6.67
trgc,Layer 2 (L2),4,20.0
trgc,Modular,4,20.0
trgc,Layer 1 (L1),3,15.0
trgc,Smart Contract Platform,3,15.0
trgc,Artificial Intelligence (AI),2,10.0
trgc,RWA,2,10.0
trgc,Security,2,10.0
symbolic-capital,Artificial Intelligence (AI),6,30.0
symbolic-capital,zk-Proofs (ZKP),4,20.0
symbolic-capital,Developer Tools,2,10.0
symbolic-capital,Layer 1 (L1),2,10.0
symbolic-capital,Layer 2 (L2),2,10.0
symbolic-capital,LSDfi,2,10.0
symbolic-capital,Yield Farming,2,10.0
reciprocal-ventures,LSDfi,4,21.05
reciprocal-ventures,API,3,15.79
reciprocal-ventures,Developer Tools,3,15.79
reciprocal-ventures,Payments,3,15.79
reciprocal-ventures,Gaming Studio,2,10.53
reciprocal-ventures,Layer 1 (L1),2,10.53
reciprocal-ventures,RWA,2,10.53
escape-velocity,DePIN,10,37.04
